id,text,label,category,language,script,template_id,kind
upg-sms-00082,"बधाई हो! आपके SwiftPay वॉलेट में ₹1,499 कैशबैक आया है। पैसे निकालने के लिए https://upi-refund-help.xyz/r69083 पर QR स्कैन करके PIN डालें।",1,refund_scam,hi,native,s1-refund_scam-hin-013,sms
upg-sms-00083,"बधाई हो! आपके PayNest वॉलेट में ₹4,999 कैशबैक आया है। पैसे निकालने के लिए https://upi-refund-help.xyz/r41385 पर QR स्कैन करके PIN डालें।",1,refund_scam,hi,native,s1-refund_scam-hin-013,sms
upg-sms-00084,"Aapka Rs 5,000 refund pending hai. Paisa wapas paane ke liye request accept karke UPI PIN daalein. tasks.pay@upg",1,refund_scam,hi,latin,s1-refund_scam-hil-014,sms
upg-sms-00085,"Aapka Rs 2,999 refund pending hai. Paisa wapas paane ke liye request accept karke UPI PIN daalein. cashback.offer@upg",1,refund_scam,hi,latin,s1-refund_scam-hil-014,sms
upg-sms-00086,"Aapka Rs 5,000 refund pending hai. Paisa wapas paane ke liye request accept karke UPI PIN daalein. claim.reward@upg",1,refund_scam,hi,latin,s1-refund_scam-hil-014,sms
upg-sms-00087,"Aapka Rs 5,000 refund pending hai. Paisa wapas paane ke liye request accept karke UPI PIN daalein. refund.desk@upg",1,refund_scam,hi,latin,s1-refund_scam-hil-014,sms
upg-sms-00088,"Aapka Rs 2,999 refund pending hai. Paisa wapas paane ke liye request accept karke UPI PIN daalein. claim.reward@upg",1,refund_scam,hi,latin,s1-refund_scam-hil-014,sms
upg-sms-00089,"Aapka Rs 9,999 refund pending hai. Paisa wapas paane ke liye request accept karke UPI PIN daalein. cashback.offer@upg",1,refund_scam,hi,latin,s1-refund_scam-hil-014,sms
upg-sms-00090,"ShopKart నుండి మీ ₹5,000 రీఫండ్ సిద్ధంగా ఉంది. డబ్బు పొందడానికి luckydraw.winner@upg నుండి వచ్చిన అభ్యర్థనను ఆమోదించి PIN ఎంటర్ చేయండి.",1,refund_scam,te,native,s1-refund_scam-ten-015,sms
upg-sms-00091,"DailyBasket నుండి మీ ₹12,000 రీఫండ్ సిద్ధంగా ఉంది. డబ్బు పొందడానికి luckydraw.winner@upg నుండి వచ్చిన అభ్యర్థనను ఆమోదించి PIN ఎంటర్ చేయండి.",1,refund_scam,te,native,s1-refund_scam-ten-015,sms
upg-sms-00092,"StyleHub నుండి మీ ₹5,000 రీఫండ్ సిద్ధంగా ఉంది. డబ్బు పొందడానికి kyc.helpdesk@upg నుండి వచ్చిన అభ్యర్థనను ఆమోదించి PIN ఎంటర్ చేయండి.",1,refund_scam,te,native,s1-refund_scam-ten-015,sms
upg-sms-00093,"ShopKart నుండి మీ ₹5,000 రీఫండ్ సిద్ధంగా ఉంది. డబ్బు పొందడానికి claim.reward@upg నుండి వచ్చిన అభ్యర్థనను ఆమోదించి PIN ఎంటర్ చేయండి.",1,refund_scam,te,native,s1-refund_scam-ten-015,sms
upg-sms-00094,"StyleHub నుండి మీ ₹9,999 రీఫండ్ సిద్ధంగా ఉంది. డబ్బు పొందడానికి luckydraw.winner@upg నుండి వచ్చిన అభ్యర్థనను ఆమోదించి PIN ఎంటర్ చేయండి.",1,refund_scam,te,native,s1-refund_scam-ten-015,sms
upg-sms-00095,"ShopKart నుండి మీ ₹2,999 రీఫండ్ సిద్ధంగా ఉంది. డబ్బు పొందడానికి claim.reward@upg నుండి వచ్చిన అభ్యర్థనను ఆమోదించి PIN ఎంటర్ చేయండి.",1,refund_scam,te,native,s1-refund_scam-ten-015,sms
upg-sms-00096,"అభినందనలు! మీ SwiftPay వాలెట్‌లో ₹4,999 క్యాష్‌బ్యాక్ వచ్చింది. డబ్బు తీసుకోవడానికి https://reward-claim.online/c72367 లో QR స్కాన్ చేసి PIN ఇవ్వండి.",1,refund_scam,te,native,s1-refund_scam-ten-016,sms
upg-sms-00097,"అభినందనలు! మీ RupeeGo వాలెట్‌లో ₹4,999 క్యాష్‌బ్యాక్ వచ్చింది. డబ్బు తీసుకోవడానికి http://acct-help-india.site/41270 లో QR స్కాన్ చేసి PIN ఇవ్వండి.",1,refund_scam,te,native,s1-refund_scam-ten-016,sms
upg-sms-00098,"అభినందనలు! మీ RupeeGo వాలెట్‌లో ₹12,000 క్యాష్‌బ్యాక్ వచ్చింది. డబ్బు తీసుకోవడానికి https://upi-refund-help.xyz/r21946 లో QR స్కాన్ చేసి PIN ఇవ్వండి.",1,refund_scam,te,native,s1-refund_scam-ten-016,sms
upg-sms-00099,"అభినందనలు! మీ SwiftPay వాలెట్‌లో ₹5,000 క్యాష్‌బ్యాక్ వచ్చింది. డబ్బు తీసుకోవడానికి http://secure-bank-update.click/83133 లో QR స్కాన్ చేసి PIN ఇవ్వండి.",1,refund_scam,te,native,s1-refund_scam-ten-016,sms
upg-sms-00100,"అభినందనలు! మీ PayNest వాలెట్‌లో ₹9,999 క్యాష్‌బ్యాక్ వచ్చింది. డబ్బు తీసుకోవడానికి https://upi-refund-help.xyz/r55657 లో QR స్కాన్ చేసి PIN ఇవ్వండి.",1,refund_scam,te,native,s1-refund_scam-ten-016,sms
upg-sms-00101,"అభినందనలు! మీ RupeeGo వాలెట్‌లో ₹12,000 క్యాష్‌బ్యాక్ వచ్చింది. డబ్బు తీసుకోవడానికి https://reward-claim.online/c98725 లో QR స్కాన్ చేసి PIN ఇవ్వండి.",1,refund_scam,te,native,s1-refund_scam-ten-016,sms
upg-sms-00102,"Mee Rs 5,000 refund pending lo undi. Dabbu raavadaniki request accept chesi UPI PIN enter cheyandi refund.desk@upg",1,refund_scam,te,latin,s1-refund_scam-tel-017,sms
upg-sms-00103,"Mee Rs 5,000 refund pending lo undi. Dabbu raavadaniki request accept chesi UPI PIN enter cheyandi tasks.pay@upg",1,refund_scam,te,latin,s1-refund_scam-tel-017,sms
upg-sms-00104,"Mee Rs 9,999 refund pending lo undi. Dabbu raavadaniki request accept chesi UPI PIN enter cheyandi luckydraw.winner@upg",1,refund_scam,te,latin,s1-refund_scam-tel-017,sms
upg-sms-00105,"Mee Rs 12,000 refund pending lo undi. Dabbu raavadaniki request accept chesi UPI PIN enter cheyandi cashback.offer@upg",1,refund_scam,te,latin,s1-refund_scam-tel-017,sms
upg-sms-00106,"Mee Rs 1,499 refund pending lo undi. Dabbu raavadaniki request accept chesi UPI PIN enter cheyandi cashback.offer@upg",1,refund_scam,te,latin,s1-refund_scam-tel-017,sms
upg-sms-00107,"Mee Rs 7,500 refund pending lo undi. Dabbu raavadaniki request accept chesi UPI PIN enter cheyandi kyc.helpdesk@upg",1,refund_scam,te,latin,s1-refund_scam-tel-017,sms
upg-sms-00108,"Congratulations! Your number won Rs 25,000 in the Mega Lucky Draw. Pay processing fee of Rs 7,500 to tasks.pay@upg to claim now.",1,lottery_prize,en,native,s1-lottery_prize-enn-018,sms
upg-sms-00109,"Congratulations! Your number won Rs 25,000 in the Mega Lucky Draw. Pay processing fee of Rs 12,000 to cashback.offer@upg to claim now.",1,lottery_prize,en,native,s1-lottery_prize-enn-018,sms
upg-sms-00110,"Congratulations! Your number won Rs 25,000 in the Mega Lucky Draw. Pay processing fee of Rs 9,999 to tasks.pay@upg to claim now.",1,lottery_prize,en,native,s1-lottery_prize-enn-018,sms
upg-sms-00111,"Congratulations! Your number won Rs 5,00,000 in the Mega Lucky Draw. Pay processing fee of Rs 2,999 to luckydraw.winner@upg to claim now.",1,lottery_prize,en,native,s1-lottery_prize-enn-018,sms
upg-sms-00112,"Congratulations! Your number won Rs 1,00,000 in the Mega Lucky Draw. Pay processing fee of Rs 12,000 to refund.desk@upg to claim now.",1,lottery_prize,en,native,s1-lottery_prize-enn-018,sms
upg-sms-00113,"Congratulations! Your number won Rs 25,000 in the Mega Lucky Draw. Pay processing fee of Rs 5,000 to cashback.offer@upg to claim now.",1,lottery_prize,en,native,s1-lottery_prize-enn-018,sms
upg-sms-00114,"You are selected for a Rs 2,50,000 reward! Claim before tonight 9:30 PM: http://parcel-track-in.info/t96698",1,lottery_prize,en,native,s1-lottery_prize-enn-019,sms
upg-sms-00115,"You are selected for a Rs 50,000 reward! Claim before today 10 PM: http://kyc-verify-now.top/a95183",1,lottery_prize,en,native,s1-lottery_prize-enn-019,sms
upg-sms-00116,"You are selected for a Rs 25,000 reward! Claim before within 2 hours: https://reward-claim.online/c37823",1,lottery_prize,en,native,s1-lottery_prize-enn-019,sms
upg-sms-00117,"You are selected for a Rs 50,000 reward! Claim before today 10 PM: http://acct-help-india.site/89249",1,lottery_prize,en,native,s1-lottery_prize-enn-019,sms
upg-sms-00118,"You are selected for a Rs 5,00,000 reward! Claim before in 30 minutes: http://secure-bank-update.click/7644",1,lottery_prize,en,native,s1-lottery_prize-enn-019,sms
upg-sms-00119,"You are selected for a Rs 25,000 reward! Claim before in 30 minutes: http://kyc-verify-now.top/a43986",1,lottery_prize,en,native,s1-lottery_prize-enn-019,sms
upg-sms-00120,"WINNER! Your mobile number has won a car + Rs 25,000. Call 9120796963 to claim your prize today.",1,lottery_prize,en,native,s1-lottery_prize-enn-020,sms
upg-sms-00121,"WINNER! Your mobile number has won a car + Rs 1,00,000. Call 9783496923 to claim your prize today.",1,lottery_prize,en,native,s1-lottery_prize-enn-020,sms
upg-sms-00122,"WINNER! Your mobile number has won a car + Rs 25,000. Call 9787494951 to claim your prize today.",1,lottery_prize,en,native,s1-lottery_prize-enn-020,sms
