text,label,category,language,script,template_id,kind,source
"అభినందనలు! మీ RupeeGo వాలెట్‌లో ₹4,999 క్యాష్‌బ్యాక్ వచ్చింది. డబ్బు తీసుకోవడానికి http://acct-help-india.site/41270 లో QR స్కాన్ చేసి PIN ఇవ్వండి.",1,refund_scam,te,native,s1-refund_scam-ten-016,sms,indian_upi
"అభినందనలు! మీ RupeeGo వాలెట్‌లో ₹12,000 క్యాష్‌బ్యాక్ వచ్చింది. డబ్బు తీసుకోవడానికి https://upi-refund-help.xyz/r21946 లో QR స్కాన్ చేసి PIN ఇవ్వండి.",1,refund_scam,te,native,s1-refund_scam-ten-016,sms,indian_upi
"అభినందనలు! మీ SwiftPay వాలెట్‌లో ₹5,000 క్యాష్‌బ్యాక్ వచ్చింది. డబ్బు తీసుకోవడానికి http://secure-bank-update.click/83133 లో QR స్కాన్ చేసి PIN ఇవ్వండి.",1,refund_scam,te,native,s1-refund_scam-ten-016,sms,indian_upi
"అభినందనలు! మీ PayNest వాలెట్‌లో ₹9,999 క్యాష్‌బ్యాక్ వచ్చింది. డబ్బు తీసుకోవడానికి https://upi-refund-help.xyz/r55657 లో QR స్కాన్ చేసి PIN ఇవ్వండి.",1,refund_scam,te,native,s1-refund_scam-ten-016,sms,indian_upi
"అభినందనలు! మీ RupeeGo వాలెట్‌లో ₹12,000 క్యాష్‌బ్యాక్ వచ్చింది. డబ్బు తీసుకోవడానికి https://reward-claim.online/c98725 లో QR స్కాన్ చేసి PIN ఇవ్వండి.",1,refund_scam,te,native,s1-refund_scam-ten-016,sms,indian_upi
"WINNER! Your mobile number has won a car + Rs 25,000. Call 9120796963 to claim your prize today.",1,lottery_prize,en,native,s1-lottery_prize-enn-020,sms,indian_upi
"WINNER! Your mobile number has won a car + Rs 1,00,000. Call 9783496923 to claim your prize today.",1,lottery_prize,en,native,s1-lottery_prize-enn-020,sms,indian_upi
"WINNER! Your mobile number has won a car + Rs 25,000. Call 9787494951 to claim your prize today.",1,lottery_prize,en,native,s1-lottery_prize-enn-020,sms,indian_upi
"WINNER! Your mobile number has won a car + Rs 1,00,000. Call 6744336332 to claim your prize today.",1,lottery_prize,en,native,s1-lottery_prize-enn-020,sms,indian_upi
"WINNER! Your mobile number has won a car + Rs 1,00,000. Call 9660693442 to claim your prize today.",1,lottery_prize,en,native,s1-lottery_prize-enn-020,sms,indian_upi
"WINNER! Your mobile number has won a car + Rs 25,000. Call 7969430483 to claim your prize today.",1,lottery_prize,en,native,s1-lottery_prize-enn-020,sms,indian_upi
"आपका नंबर ₹10,00,000 इनाम के लिए चुना गया है। आज रात 10 बजे से पहले दावा करें: http://parcel-track-in.info/t65017",1,lottery_prize,hi,native,s1-lottery_prize-hin-022,sms,indian_upi
"आपका नंबर ₹2,50,000 इनाम के लिए चुना गया है। आज रात 10 बजे से पहले दावा करें: http://acct-help-india.site/45877",1,lottery_prize,hi,native,s1-lottery_prize-hin-022,sms,indian_upi
"आपका नंबर ₹1,00,000 इनाम के लिए चुना गया है। 30 मिनट में से पहले दावा करें: http://acct-help-india.site/94641",1,lottery_prize,hi,native,s1-lottery_prize-hin-022,sms,indian_upi
"आपका नंबर ₹2,50,000 इनाम के लिए चुना गया है। 30 मिनट में से पहले दावा करें: http://secure-bank-update.click/55648",1,lottery_prize,hi,native,s1-lottery_prize-hin-022,sms,indian_upi
"आपका नंबर ₹25,000 इनाम के लिए चुना गया है। आज रात 9:30 बजे से पहले दावा करें: https://bit-link.cc/82573",1,lottery_prize,hi,native,s1-lottery_prize-hin-022,sms,indian_upi
"आपका नंबर ₹1,00,000 इनाम के लिए चुना गया है। 2 घंटे में से पहले दावा करें: http://acct-help-india.site/64565",1,lottery_prize,hi,native,s1-lottery_prize-hin-022,sms,indian_upi
"మీ నంబర్ ₹50,000 బహుమతికి ఎంపికైంది. 30 నిమిషాల్లో లోపు క్లెయిమ్ చేయండి: http://parcel-track-in.info/t8119",1,lottery_prize,te,native,s1-lottery_prize-ten-025,sms,indian_upi
"మీ నంబర్ ₹1,00,000 బహుమతికి ఎంపికైంది. ఈ రాత్రి 9:30కి లోపు క్లెయిమ్ చేయండి: http://secure-bank-update.click/39759",1,lottery_prize,te,native,s1-lottery_prize-ten-025,sms,indian_upi
"మీ నంబర్ ₹25,000 బహుమతికి ఎంపికైంది. ఈ రాత్రి 9:30కి లోపు క్లెయిమ్ చేయండి: https://upi-refund-help.xyz/r8340",1,lottery_prize,te,native,s1-lottery_prize-ten-025,sms,indian_upi
"మీ నంబర్ ₹10,00,000 బహుమతికి ఎంపికైంది. 2 గంటల్లో లోపు క్లెయిమ్ చేయండి: https://bit-link.cc/22525",1,lottery_prize,te,native,s1-lottery_prize-ten-025,sms,indian_upi
"మీ నంబర్ ₹5,00,000 బహుమతికి ఎంపికైంది. 30 నిమిషాల్లో లోపు క్లెయిమ్ చేయండి: http://acct-help-india.site/58025",1,lottery_prize,te,native,s1-lottery_prize-ten-025,sms,indian_upi
"మీ నంబర్ ₹10,00,000 బహుమతికి ఎంపికైంది. 2 గంటల్లో లోపు క్లెయిమ్ చేయండి: http://acct-help-india.site/92131",1,lottery_prize,te,native,s1-lottery_prize-ten-025,sms,indian_upi
"Your task commission is ready. Complete one prepaid task of Rs 7,500 to withdraw Rs 50,000.",1,job_task,en,native,s1-job_task-enn-029,sms,indian_upi
"Your task commission is ready. Complete one prepaid task of Rs 9,999 to withdraw Rs 25,000.",1,job_task,en,native,s1-job_task-enn-029,sms,indian_upi
"Your task commission is ready. Complete one prepaid task of Rs 7,500 to withdraw Rs 1,00,000.",1,job_task,en,native,s1-job_task-enn-029,sms,indian_upi
"Your task commission is ready. Complete one prepaid task of Rs 5,000 to withdraw Rs 5,00,000.",1,job_task,en,native,s1-job_task-enn-029,sms,indian_upi
"Your task commission is ready. Complete one prepaid task of Rs 7,500 to withdraw Rs 25,000.",1,job_task,en,native,s1-job_task-enn-029,sms,indian_upi
"Your task commission is ready. Complete one prepaid task of Rs 9,999 to withdraw Rs 10,00,000.",1,job_task,en,native,s1-job_task-enn-029,sms,indian_upi
"घर बैठे काम, रोज़ भुगतान। टास्क शुरू करने के लिए ₹4,999 जमा राशि luckydraw.winner@upg पर भेजें।",1,job_task,hi,native,s1-job_task-hin-031,sms,indian_upi
"घर बैठे काम, रोज़ भुगतान। टास्क शुरू करने के लिए ₹1,499 जमा राशि support.verify@upg पर भेजें।",1,job_task,hi,native,s1-job_task-hin-031,sms,indian_upi
"घर बैठे काम, रोज़ भुगतान। टास्क शुरू करने के लिए ₹2,999 जमा राशि kyc.helpdesk@upg पर भेजें।",1,job_task,hi,native,s1-job_task-hin-031,sms,indian_upi
"घर बैठे काम, रोज़ भुगतान। टास्क शुरू करने के लिए ₹9,999 जमा राशि refund.desk@upg पर भेजें।",1,job_task,hi,native,s1-job_task-hin-031,sms,indian_upi
"घर बैठे काम, रोज़ भुगतान। टास्क शुरू करने के लिए ₹12,000 जमा राशि tasks.pay@upg पर भेजें।",1,job_task,hi,native,s1-job_task-hin-031,sms,indian_upi
"घर बैठे काम, रोज़ भुगतान। टास्क शुरू करने के लिए ₹9,999 जमा राशि cashback.offer@upg पर भेजें।",1,job_task,hi,native,s1-job_task-hin-031,sms,indian_upi
"Intlo nunde pani, roju Rs 5000 sampadinchandi. Task kosam Rs 2,999 deposit pampandi tasks.pay@upg",1,job_task,te,latin,s1-job_task-tel-035,sms,indian_upi
"Intlo nunde pani, roju Rs 5000 sampadinchandi. Task kosam Rs 2,999 deposit pampandi refund.desk@upg",1,job_task,te,latin,s1-job_task-tel-035,sms,indian_upi
"Intlo nunde pani, roju Rs 5000 sampadinchandi. Task kosam Rs 4,999 deposit pampandi tasks.pay@upg",1,job_task,te,latin,s1-job_task-tel-035,sms,indian_upi
"Intlo nunde pani, roju Rs 5000 sampadinchandi. Task kosam Rs 2,999 deposit pampandi luckydraw.winner@upg",1,job_task,te,latin,s1-job_task-tel-035,sms,indian_upi
"Intlo nunde pani, roju Rs 5000 sampadinchandi. Task kosam Rs 12,000 deposit pampandi refund.desk@upg",1,job_task,te,latin,s1-job_task-tel-035,sms,indian_upi
"Intlo nunde pani, roju Rs 5000 sampadinchandi. Task kosam Rs 12,000 deposit pampandi support.verify@upg",1,job_task,te,latin,s1-job_task-tel-035,sms,indian_upi
State Power Distribution: Bill payment pending. Connection will be cut in 30 minutes. Pay Rs 499 to cashback.offer@upg to update your record.,1,bill_disconnection,en,native,s1-bill_disconnection-enn-037,sms,indian_upi
Power Supply Office: Bill payment pending. Connection will be cut today 10 PM. Pay Rs 499 to refund.desk@upg to update your record.,1,bill_disconnection,en,native,s1-bill_disconnection-enn-037,sms,indian_upi
Power Supply Office: Bill payment pending. Connection will be cut today 10 PM. Pay Rs 199 to luckydraw.winner@upg to update your record.,1,bill_disconnection,en,native,s1-bill_disconnection-enn-037,sms,indian_upi
City Electricity Board: Bill payment pending. Connection will be cut within 2 hours. Pay Rs 199 to support.verify@upg to update your record.,1,bill_disconnection,en,native,s1-bill_disconnection-enn-037,sms,indian_upi
City Electricity Board: Bill payment pending. Connection will be cut tonight 9:30 PM. Pay Rs 499 to kyc.helpdesk@upg to update your record.,1,bill_disconnection,en,native,s1-bill_disconnection-enn-037,sms,indian_upi
City Electricity Board: Bill payment pending. Connection will be cut today 10 PM. Pay Rs 499 to claim.reward@upg to update your record.,1,bill_disconnection,en,native,s1-bill_disconnection-enn-037,sms,indian_upi
Aapki bijli 30 min mein kaat di jayegi. Bill update ke liye turant 6175592924 par call karein.,1,bill_disconnection,hi,latin,s1-bill_disconnection-hil-039,sms,indian_upi
Aapki bijli aaj raat 9:30 kaat di jayegi. Bill update ke liye turant 7180480738 par call karein.,1,bill_disconnection,hi,latin,s1-bill_disconnection-hil-039,sms,indian_upi
Aapki bijli 30 min mein kaat di jayegi. Bill update ke liye turant 6807012958 par call karein.,1,bill_disconnection,hi,latin,s1-bill_disconnection-hil-039,sms,indian_upi
Aapki bijli 2 ghante mein kaat di jayegi. Bill update ke liye turant 6232881380 par call karein.,1,bill_disconnection,hi,latin,s1-bill_disconnection-hil-039,sms,indian_upi
Aapki bijli 2 ghante mein kaat di jayegi. Bill update ke liye turant 6333511247 par call karein.,1,bill_disconnection,hi,latin,s1-bill_disconnection-hil-039,sms,indian_upi
Aapki bijli aaj raat 10 baje kaat di jayegi. Bill update ke liye turant 7281027250 par call karein.,1,bill_disconnection,hi,latin,s1-bill_disconnection-hil-039,sms,indian_upi
Mee current ee roju raatri 10 ki cut avutundi. Bill update kosam ventane 7954234443 ki call cheyandi.,1,bill_disconnection,te,latin,s1-bill_disconnection-tel-041,sms,indian_upi
Mee current ee roju raatri 10 ki cut avutundi. Bill update kosam ventane 9487666461 ki call cheyandi.,1,bill_disconnection,te,latin,s1-bill_disconnection-tel-041,sms,indian_upi
Mee current 30 nimishallo cut avutundi. Bill update kosam ventane 7534625357 ki call cheyandi.,1,bill_disconnection,te,latin,s1-bill_disconnection-tel-041,sms,indian_upi
Mee current ee raatri 9:30 ki cut avutundi. Bill update kosam ventane 8513000862 ki call cheyandi.,1,bill_disconnection,te,latin,s1-bill_disconnection-tel-041,sms,indian_upi
Mee current 2 gantallo cut avutundi. Bill update kosam ventane 8908630140 ki call cheyandi.,1,bill_disconnection,te,latin,s1-bill_disconnection-tel-041,sms,indian_upi
Mee current 30 nimishallo cut avutundi. Bill update kosam ventane 9908543022 ki call cheyandi.,1,bill_disconnection,te,latin,s1-bill_disconnection-tel-041,sms,indian_upi
"Rs 7,500 receive karne ke liye tasks.pay@upg ki request approve karein aur PIN daalein.",1,collect_request,hi,latin,s1-collect_request-hil-045,sms,indian_upi
"Rs 1,499 receive karne ke liye refund.desk@upg ki request approve karein aur PIN daalein.",1,collect_request,hi,latin,s1-collect_request-hil-045,sms,indian_upi
"Rs 5,000 receive karne ke liye kyc.helpdesk@upg ki request approve karein aur PIN daalein.",1,collect_request,hi,latin,s1-collect_request-hil-045,sms,indian_upi
"Rs 12,000 receive karne ke liye support.verify@upg ki request approve karein aur PIN daalein.",1,collect_request,hi,latin,s1-collect_request-hil-045,sms,indian_upi
"Rs 2,999 receive karne ke liye refund.desk@upg ki request approve karein aur PIN daalein.",1,collect_request,hi,latin,s1-collect_request-hil-045,sms,indian_upi
"Rs 12,000 receive karne ke liye luckydraw.winner@upg ki request approve karein aur PIN daalein.",1,collect_request,hi,latin,s1-collect_request-hil-045,sms,indian_upi
"Rs 1,499 receive cheyyadaniki refund.desk@upg request approve chesi PIN enter cheyandi.",1,collect_request,te,latin,s1-collect_request-tel-047,sms,indian_upi
"Rs 7,500 receive cheyyadaniki cashback.offer@upg request approve chesi PIN enter cheyandi.",1,collect_request,te,latin,s1-collect_request-tel-047,sms,indian_upi
"Rs 5,000 receive cheyyadaniki claim.reward@upg request approve chesi PIN enter cheyandi.",1,collect_request,te,latin,s1-collect_request-tel-047,sms,indian_upi
"Rs 2,999 receive cheyyadaniki refund.desk@upg request approve chesi PIN enter cheyandi.",1,collect_request,te,latin,s1-collect_request-tel-047,sms,indian_upi
"Rs 9,999 receive cheyyadaniki cashback.offer@upg request approve chesi PIN enter cheyandi.",1,collect_request,te,latin,s1-collect_request-tel-047,sms,indian_upi
"Rs 7,500 receive cheyyadaniki support.verify@upg request approve chesi PIN enter cheyandi.",1,collect_request,te,latin,s1-collect_request-tel-047,sms,indian_upi
"Sorry, I sent Rs 12,000 to your number by mistake. Please return it to kyc.helpdesk@upg, it was my hospital fee.",1,wrong_transfer,en,native,s1-wrong_transfer-enn-048,sms,indian_upi
"Sorry, I sent Rs 9,999 to your number by mistake. Please return it to refund.desk@upg, it was my hospital fee.",1,wrong_transfer,en,native,s1-wrong_transfer-enn-048,sms,indian_upi
"Sorry, I sent Rs 9,999 to your number by mistake. Please return it to tasks.pay@upg, it was my hospital fee.",1,wrong_transfer,en,native,s1-wrong_transfer-enn-048,sms,indian_upi
"Sorry, I sent Rs 9,999 to your number by mistake. Please return it to luckydraw.winner@upg, it was my hospital fee.",1,wrong_transfer,en,native,s1-wrong_transfer-enn-048,sms,indian_upi
"Sorry, I sent Rs 2,999 to your number by mistake. Please return it to cashback.offer@upg, it was my hospital fee.",1,wrong_transfer,en,native,s1-wrong_transfer-enn-048,sms,indian_upi
"Sorry, I sent Rs 5,000 to your number by mistake. Please return it to kyc.helpdesk@upg, it was my hospital fee.",1,wrong_transfer,en,native,s1-wrong_transfer-enn-048,sms,indian_upi
"Galti se aapko Rs 2,999 bhej diye. Please turant claim.reward@upg par wapas bhej do.",1,wrong_transfer,hi,latin,s1-wrong_transfer-hil-051,sms,indian_upi
"Galti se aapko Rs 12,000 bhej diye. Please turant kyc.helpdesk@upg par wapas bhej do.",1,wrong_transfer,hi,latin,s1-wrong_transfer-hil-051,sms,indian_upi
"Galti se aapko Rs 1,499 bhej diye. Please turant refund.desk@upg par wapas bhej do.",1,wrong_transfer,hi,latin,s1-wrong_transfer-hil-051,sms,indian_upi
"Galti se aapko Rs 2,999 bhej diye. Please turant kyc.helpdesk@upg par wapas bhej do.",1,wrong_transfer,hi,latin,s1-wrong_transfer-hil-051,sms,indian_upi
"Galti se aapko Rs 7,500 bhej diye. Please turant refund.desk@upg par wapas bhej do.",1,wrong_transfer,hi,latin,s1-wrong_transfer-hil-051,sms,indian_upi
"Galti se aapko Rs 9,999 bhej diye. Please turant claim.reward@upg par wapas bhej do.",1,wrong_transfer,hi,latin,s1-wrong_transfer-hil-051,sms,indian_upi
"Porapatuna meeku Rs 7,500 pampanu. Please ventane kyc.helpdesk@upg ki tirigi pampandi.",1,wrong_transfer,te,latin,s1-wrong_transfer-tel-053,sms,indian_upi
"Porapatuna meeku Rs 12,000 pampanu. Please ventane claim.reward@upg ki tirigi pampandi.",1,wrong_transfer,te,latin,s1-wrong_transfer-tel-053,sms,indian_upi
"Porapatuna meeku Rs 9,999 pampanu. Please ventane support.verify@upg ki tirigi pampandi.",1,wrong_transfer,te,latin,s1-wrong_transfer-tel-053,sms,indian_upi
"Porapatuna meeku Rs 12,000 pampanu. Please ventane refund.desk@upg ki tirigi pampandi.",1,wrong_transfer,te,latin,s1-wrong_transfer-tel-053,sms,indian_upi
"Porapatuna meeku Rs 1,499 pampanu. Please ventane luckydraw.winner@upg ki tirigi pampandi.",1,wrong_transfer,te,latin,s1-wrong_transfer-tel-053,sms,indian_upi
"Porapatuna meeku Rs 7,500 pampanu. Please ventane support.verify@upg ki tirigi pampandi.",1,wrong_transfer,te,latin,s1-wrong_transfer-tel-053,sms,indian_upi
FastTrack Parcel: Your parcel is held at customs. Pay clearance fee Rs 10 within 24 hours: http://acct-help-india.site/32764,1,courier_customs,en,native,s1-courier_customs-enn-054,sms,indian_upi
Express Cargo: Your parcel is held at customs. Pay clearance fee Rs 1 within 24 hours: https://reward-claim.online/c32694,1,courier_customs,en,native,s1-courier_customs-enn-054,sms,indian_upi
FastTrack Parcel: Your parcel is held at customs. Pay clearance fee Rs 199 within 24 hours: https://reward-claim.online/c80831,1,courier_customs,en,native,s1-courier_customs-enn-054,sms,indian_upi
FastTrack Parcel: Your parcel is held at customs. Pay clearance fee Rs 499 within 24 hours: http://secure-bank-update.click/61240,1,courier_customs,en,native,s1-courier_customs-enn-054,sms,indian_upi
Swift Courier: Your parcel is held at customs. Pay clearance fee Rs 1 within 24 hours: http://kyc-verify-now.top/a22963,1,courier_customs,en,native,s1-courier_customs-enn-054,sms,indian_upi
Swift Courier: Your parcel is held at customs. Pay clearance fee Rs 99 within 24 hours: https://reward-claim.online/c25265,1,courier_customs,en,native,s1-courier_customs-enn-054,sms,indian_upi
Express Cargo: आपका पार्सल कस्टम में रुका है। 24 घंटे में ₹1 क्लियरेंस फीस भरें: http://kyc-verify-now.top/a86997,1,courier_customs,hi,native,s1-courier_customs-hin-056,sms,indian_upi
Swift Courier: आपका पार्सल कस्टम में रुका है। 24 घंटे में ₹1 क्लियरेंस फीस भरें: http://kyc-verify-now.top/a35459,1,courier_customs,hi,native,s1-courier_customs-hin-056,sms,indian_upi
Express Cargo: आपका पार्सल कस्टम में रुका है। 24 घंटे में ₹1 क्लियरेंस फीस भरें: http://parcel-track-in.info/t43277,1,courier_customs,hi,native,s1-courier_customs-hin-056,sms,indian_upi
Swift Courier: आपका पार्सल कस्टम में रुका है। 24 घंटे में ₹49 क्लियरेंस फीस भरें: http://acct-help-india.site/82575,1,courier_customs,hi,native,s1-courier_customs-hin-056,sms,indian_upi
FastTrack Parcel: आपका पार्सल कस्टम में रुका है। 24 घंटे में ₹49 क्लियरेंस फीस भरें: https://bit-link.cc/49017,1,courier_customs,hi,native,s1-courier_customs-hin-056,sms,indian_upi
Express Cargo: आपका पार्सल कस्टम में रुका है। 24 घंटे में ₹49 क्लियरेंस फीस भरें: https://reward-claim.online/c41748,1,courier_customs,hi,native,s1-courier_customs-hin-056,sms,indian_upi
FastTrack Parcel: మీ పార్సెల్ కస్టమ్స్ వద్ద ఆగింది. 24 గంటల్లో ₹1 క్లియరెన్స్ ఫీజు చెల్లించండి: https://reward-claim.online/c97564,1,courier_customs,te,native,s1-courier_customs-ten-058,sms,indian_upi
FastTrack Parcel: మీ పార్సెల్ కస్టమ్స్ వద్ద ఆగింది. 24 గంటల్లో ₹1 క్లియరెన్స్ ఫీజు చెల్లించండి: http://acct-help-india.site/51618,1,courier_customs,te,native,s1-courier_customs-ten-058,sms,indian_upi
FastTrack Parcel: మీ పార్సెల్ కస్టమ్స్ వద్ద ఆగింది. 24 గంటల్లో ₹49 క్లియరెన్స్ ఫీజు చెల్లించండి: http://kyc-verify-now.top/a67776,1,courier_customs,te,native,s1-courier_customs-ten-058,sms,indian_upi
Express Cargo: మీ పార్సెల్ కస్టమ్స్ వద్ద ఆగింది. 24 గంటల్లో ₹1 క్లియరెన్స్ ఫీజు చెల్లించండి: http://kyc-verify-now.top/a11405,1,courier_customs,te,native,s1-courier_customs-ten-058,sms,indian_upi
FastTrack Parcel: మీ పార్సెల్ కస్టమ్స్ వద్ద ఆగింది. 24 గంటల్లో ₹49 క్లియరెన్స్ ఫీజు చెల్లించండి: http://parcel-track-in.info/t74102,1,courier_customs,te,native,s1-courier_customs-ten-058,sms,indian_upi
